reviews
"

  do not buy this product because  RS 999 IS FRIST  COPY  MANY PROBLEMS WATHES

"
"

  Too expensive. Got it without any offers or discounts. Very sad. But product is original.

"
"

  Looks premium and band gives a very good & premium feel. Great design from Titan

"
"

  Good but little on the heavier side. Will get used to in 2-3 days. Overall a good product to buy.

"
"

  Great :) it used to be my dream watch, finally I got it. 5 star from me.

"
"

  Awesome watch in less price..... Watch is suitable in both formal as well as informal.....the silver  shine of watch make it more attractive.....

"
"

  Working at the best for last one year and still shining as the new one. Best watch to buy in classic analog design

"
"

  Nice watch ,I was  parchesd for gift purposeAnd I feel happy bzc this watch was really beautiful.  THANKU Amazon !!

"
"

  I got this product in very poor condition. Lots of screeches on the watch. Used product and poor condition.

"
"

  Duplicate product not original. So returned.

"
"

  Looks fine then the product image.Premium look and fine strap.

"
"

  I m writing after three months, I found this is an excellent product.But the problem is it doesn't change date on 30/31. I have to do by hand.

"
"

  Lovely watch

"
"

  Yes this is a very classic design watch. Best suited with formals and casual wear. Big round dial, good leather brown strap and simple n classic dial design makes it look neat and rich. Im really happy with this watch.

"
"

  Beautiful watch. I gifted it to my dad. He loves it.

"
"

  Worst watch ever...stopped working just in 4 months. Duplicate product delivered by Amazon.

"
"

  The product not working since delivered. 2nd time cloudtail has delivered bad or substandard product to me. Thumbs down

"
"

  Minimal looking watch..Should be available  in light brown belt..

"
"

  Mind-blowing purchase

"
"

  After getting in hand I feel it's not have value for money. As Titan is a well known brand and we can say reputed brand but finishing of the item was missing. I have requested for the refund

"
"

  The quality and the price attracts me.. in the sale i got this at a price near about ₹1700

"
"

  Nice but it's done heavy .......Looking wise good .......Expensive than it should be .......

"
"

  Product is nice but belt leather quality could have been better

"
"

  The product is quite good and nice looking one of the great formal watch from Titan.......!!!! but the packing was not good at all from Amazon

"
"

  Great watch....just awesome.

"
"

  Nice watch for everday use.

"
"

  This product at Rs. 2075 is an absolute stealer. I cannot stop looking at my watch for one or the other reasons and as of this moment, my colleagues and the janitor is fed up of me.....

"
"

  Got it for 1600. Totally worth the money. It looks very classy and is best for everyday use. (Brown)

"
"

  Fake product. Very disappointed to see the product.Ordered titan watch, but recieved fake product of other brand and the leather was torn. The titan watch box was also a damagedone .

"
"

  Bought it for my father, he says I don't feel I have this in my hand for whole day and also it looks classy, My money immediately got its peace after hearing that.😂🙏

"
"

  Nice watchIt's branded, waterproof, decent lookI like it

"
"

  Beautiful watch

"
"

  The best analog watch with date on it nice product luv u titan for this thank you

"
"

  Good watch

"
"

  It is a nice products I have gifted it to my dad on his birthday and he was to happy by it. He uses it daily. He love it. The design and colour is also good 👍

"
"

  Finishing was good and the colour looks formal yet stylish.

"
"

  Value for money lightweight nice product 6 month is use good product not a problem

"
"

  The date function wasn't working.. highly disappointed..gave it as a gift to my father in law...ive ordered for a replacement ...the watch otherwise looks stunning..

"
"

  Just close your eyes and purchase it. Simply beautiful. Using it for more than 8months. No issues till date. Planning to purchase one more when there is an offer.

"
"

  a watch good notes

"
"

  Watch is great , lightweight, beautiful. Good for both casual and office look

"
"

  A great quality watch ! I bought this watch for my father ! Superb finish and light weight ! Just go for it !

"
"

  Worth For Money. Has A Classic Look Which Makes It Even More attractive For Men . Give It A Try Iam Sure You Will Fall In Love With It

"
"

  I love it

"
"

  I received this watch as expected, very formal and shiny..... and a value for money productThank you Amazon for fast and safe delivery

"
"

  For this price, this watch is too good. The watch is really minimalistic yet it feels really premium. Goes perfect with whatever you wear.

"
"

  God's defective item very bad I want some one to pick this item there is no adjustment key....

"
"

  Fast delivery, good product, value for money, but it's to big for me/female hand

"
"

  Gud product... worth for money....Just started using today.....

"
"

  Received different colour ..it shows dark brown n came light brown

"
"

  Very well designed and made. There's class in it.

"
"

  The product is up to mark, only I didn't received product bill and nothing related product is mentioned on warranty card.

"
"

  Good quality of lather and dial quality is also amazing.Price wise also it's worth.You can for it without any hesitation.

"
"

  Value for money

"
"

  Good one

"
"

  Perfect

"
"

  Great product and amazing design. It's elegant and a great time piece.Gifted to dad and it was immediately appreciated.

"
"

  NYC watch but dial size is little bit small acc to a younge men wrist

"
"

  The product is just amazing. Lightweight, looks tedy, nice, sober and decent.

"
"

  Style

"
"

  Warranty period is 2 year but in one year belt is crack... so how to use my warranty?

"
"

  Looks simple and great on wrist. Gifted my father this watch. On tome delivery by Amazom

"
"

  I really love this brand new Titan watch. It's looks fabulous. I bought this for Rs.2335/- from amazon.

"
"

  Good looking .. gifted to father in-law he liked it ..

"
"

  Loving it

"
"

  Best sober design..it will addict you to see ur watch

"
"

  Overall it is the best value you can get for your money. Do your research first then you will come here ultimately.

"
"

  Its good in class

"
"

  Nice as expected, reached on time

"
"

  Nice and elegant!!! Worth every penny, Could wear with both formal and informal attire. Go for it

"
"

  Got this for 1915 , it's best at this price😍

"
"

  Nice

"
"

  Not that appealing. But value for money.

"
"

  I received a duplicate,defected and used product. But looking of this watch is good

"
"

  Nice productValue for moneyLight weightedSimple and sleek

"
"

  Loved it

"
"

  This watch is awesome. It looks very classical. One of the best watch in this price range. Thanks to Titan for making such amazing watches.

"
"

  Worth buying

"
"

  Totally Fake product i received. No words. Very bad experience.

"
"

  Simple standard watch ...design is so so ...choose another one better

"
"

  Very light wait and value of coat

"
"

  ofter using i am writting this is a good watch

"
"

  Bought for my brother. Very nice watch. He liked it very much.

"
"

  Very good watch. No issue till now.

"
"

  The watch piece is cool but the draw back is that poor radium quality is used on the clock sticks

"
"

  Product is so awesome but unfortunately I get a damaged product. Now I want to get another watch.

"
"

  TOTAL WASTAGE OF MONEYSAVE YOUR MONEY SERIOUSLY

"
"

  Nice

"
"

  I brought this watch for the cost of 1500rs offer period really rich look branded is branded value for money,

"
"

  Super

"
"

  Value for money

"
"

  After 2months of use, still looks new.

"
"

  Good one...looks very classy when wear it... thanks Titan nd Amazon..for giving this product at this price.

"
"

  Product is nice one but warranty card is missing. I became Covid positive so I checked it very late.

"
"

  The watch is not a new product it look already opened one. Very disappointing dont look like a new product

"
"


  Your browser does not support HTML5 video.


   Best in budget

"
"

  Original quality and within promised time delivery.

"
"

  Simply perfect...go for it

"
"

  Not at all expected. It's defected and broken. Very very disappointed.

"
"

  Worth for the brand

"
"

  Good

"
"

  Please, send the cashback from 144.Why are cut this product is not sure, so please reward on 144/-only.

"
"

  Duplicate Product waste of money. Watch is dead. Not working Properly

"
"

  Good product

"
"

  4.5 rating.Value for money.

"
"

  It gives you a gentle look.

"
"

  Just go for it.... Nice watch..... 😍Price was to much high

"
"

  Smart watch

"
"

  Titan watch, genuine leather, professional look, with date, great product.

"
"

  Best from Titan below 2k

"
"

  Good product looking great 👍

"
"

  Very poor quality watch like 200rs road side watch and dial is too small..I suggest you don't bought this product

"
"

  It was an great watch, simple and classic, quality is also good good buy under 2k i but it around 1700

"
"

  I bought it for my father... And believe me, It's worthy of my choice and money...

"
"

  Satisfied with the purchase

"
"

  Genuine brand grace of tata family on india really a worthful watch.

"
"

  Watch is so beautiful that look like professional and quality is awsmmm ...i really like this product...thank you so much Amazon...

"
"

  This watch is too good for this money.. Low weight, nice looking...

"
"

  I received a duplicate product.please Ensure that it's an original one from the store

"
"

  Gud watch

"
"

  Classy look, money worth

"
"


  Your browser does not support HTML5 video.


   Most beautiful product.I love this watch

"
"

  Good one

"
"

  I am satisfied with my watch.

"
"

  Got a defective piece. Strap had a deep cut. Watch looks good and simple.

"
"

  Watch is looking Great... Classy...Option  for brown leather lovers

"
"

  It's been 3 yrs now.and still working g I  very gud condition.. thankyou Amazon..

"
"

  Good but have a problem with leather band which is not that much good it scrub off easily.

"
"

  Good Quality

"
"

  great watch at low price, looks good n stylish...overall worth the value.

"
"

  Looking brilliant classic and quality start with titan.

"
"

  Strap is too tight and hard, except it is a good buy...

"
"

  Little heavy, but superior looks and decent design.. looks completely premium.

"
"

  Ossom product

"
"

  Really like this watch! Satisfied with product

"
"

  It's the best watch I found in midrange price from Titan . Really loved it :)

"
"

  I Like the product

"
"

  Good product.

"
"

  Super Product....  Awesome....

"
"

  Looks ok. Please go for some other options if you have.As usual amazing service from Amazon.

"
"

  I got used piece i did not get fresh arrival

"
"

  Without any doubt ,you can go for it.Classy look , value for money,👌

"
"

  Good

"
"

  Nice product in this price range

"
"

  Nice watch

"
"

  Nice quality

"
"

  Worth for each penny.

"
"

  It is very good product.Why the numbers or changing daily and what is it ?

"
"

  It is an essential for style. Everyone should wear this. #valueformoney

"
"

  Love titan

"
"

  Great

"
"

  Nice watch in that prize

"
"

  Nice waych

"
"

  Simple and elegant wrist watch. Goes well with formals. Overall good.

"
"

  Very nice product.Really value for money watch.

"
"

  Totally worth the money. The design is sleek, looks professional and classy.

"
"

  Good product, water resistant upto in-depth of specified limit in warranty card*#

"
"

  Awesome qualitypacking problem

"
"

  looking awesome

"
"

  I got this product only for 1700 INR. This is absolutely worth buying. Product looks stunning.

"
"

  Good watch

"
"

  Superb watch, value for money, simple yet gives Royal look... Go for it...

"
"

  its a smart watch. happy i got it on sale.

"
"

  Incredible amaizing watch. Value for money. Totally recommend it.

"
"

  Very good-looking watch for professionals

"
"

  Nice looking

"
"

  Looks classy. Happy with the purchase.😀

"
"

  I think I get a duplicate watch.

"
"

  Worth a buy

"
"

  Nice watch,thanks for Titan and amazon

"
"

  Good

"
"

  Good

"
"

  It's good quality

"
"

  Good looking but fragile

"
"

  The product really gives you a premium and rich look. I loved it a lot.

"
"

  It's a good product and official look.

"
"

  Nice Watch !

"
"

  Excellent

"
"

  Bought this 1.5 years agoUsed everyday still no problem

"
"

  This product is amazing. This is so light weight. It's looking was amazing.

"
"

  Value for money

"
"

  Awesome...

"
"

  Looking good, awesome finishing... Leather genuine. Perfect to wear.

"
"

  Nice prodect and valuable for the money

"
"

  Nice same as shown in the picture

"
"

  Value for money productWatch is awesomeAmazon fast delevryThenk amazon

"
"

  Simple & sober product @best price,

"
"

  VERY NICE AND GOOD WATCH .

"
"

  Watch Is Good But Dail Is Too Big If Dail Is Small Everything Excellent...

"
"

  Product is really good

"
"

  Good looking

"
"

  Leather Band and big silver dial is satisfactory.

"
"

  The watch is very good 👍👍i am satisfied! but cell was missing

"
"

  Genuine product and original product i used it from last 3 months

"
"

  Nice watch and truly simple and professional design..overall good

"
"

  Really very nice watch.Original product of Titan.

"
"

  Nice product at low price

"
"

  The watch was gifted to my uncle. He loved it. Amazing watch! ❤️

"
"

  The box of the watch was broken.

"
"

  A great buy for the price.Ideal choice for people who prefer elegance

"
"

  TImely delivery and well packed and genuine product :) Will recommend :)

"
"

  no word to explain, n absolutely mindblowing , to good,to beautiful

"
"

  Awesome watch... Stylish...  Fit for formal attire...

"
"

  Nice watch. Matches with all dresses.

"
"

  Excellent watch with very good looking

"
"

  Nice 👌

"
"

  Good looking and belt material very good

"
"

  Date is not working properly

"
"

  Awesome watch

"
"

  Got in good condition, same as in the image

"
"

  Very nice watch..gifted to my father...he is very happy....

"
"

  Classy look ..value for money

"
"

  Value for money i bought for 1600 rs its best deal

"
"

  Watch is good. Go for it without any doubt

"
"

  Value of money best watch.

"
"

  Great watch

"
"

  Awesome 😊

"
"

  This watch is a perfect combination of formal and casual look.

"
"

  Decent and good looking.

"
"

  Best watch n look so hard perfect watch n brand

"
"

  Classy! Gifted it to my dad...!

"
"

  Super worth

"
"

  Superb and value for money... i like very much

"
"

  Excellent quality & Worthable product.

"
"

  Watch is awesome...see images...dial is just wow...simply go for it without any hesitation...👍

"
"

  A good quality product.worth of money

"
"

  Excellent looks and Great buy

"
"

  Good product

"
"

  Good product

"
"

  Nice product

"
"

  Nice product for its price.

"
"

  Very nice this watch.

"
"

  Best

"
"

  Quite decent

"
"

  Amazing watch recommend to all...

"
"

  Excellence

"
"

  nice look

"
"

  Good

"
"

  Card not completed.. bt watch is very classic look. Very comfortable

"
"

  Amazing product....And of course good quality.

"
"

  Good

"
"

  Looking beautiful..😘😘

"
"

  very nice

"
"

  It's really awesome... must by this... watch look like professional and stylish design.

"
"

  It's looks iconic and gentle. Love it to...... Genuine product

"
"

  Love this product.

"
"

  Best😊😘 I gave it to my dad.. He loved it... Thanks Amazon!

"
"

  Date is not automatic changing. I returned this watch.

"
"

  Good looking

"
"

  Nice watch.... Looking awesome than photos

"
"

  Good Product

"
"

  Good product

"
"

  Awesome Product. From Titan

"
"

  Worth the money

"
"

  Nice product worth of money.... Highly recommended...

"
"

  Value for money and a good product

"
"

  Very Nice Best Quality ...... Like it...💕

"
"

  Average

"
"

  Gud

"
"

  Excellent.

"
"

  Nice watch

"
"

  Good

"
"

  Good one.. But the strap is little hard..

"
"

  Excellent watch and good time delivery by Amazon

"
"

  Nice watch and good on this price 1625/-

"
"

  Its very nice and looking too good.

"
"

  👍

"
"

  Decent product.

"
"

  Very gd but adjustments belt very poor

"
"

  Best brand and watch also premium look

"
"

  Awesome watch.

"
"

  Product is good

"
"

  Lovely

"
"

  NiceEveryone give good comments

"
"

  I love the design

"
"

  Thin leather but gentle look

"
"

  Watch is not waking properly

"
"

  Simple and brilliant

"
"

  Awesome gift for my father

"
"

  Classical

"
"

  Nice watch..... Value for money..

"
"

  Like

"
"

  Nice genuine Titan watch.

"
"

  Simple sober &awesome watch

"
"

  I'm in Love with this watch

"
"

  Very bad experience

"
"

  Good product

"
"

  I am fully satisfied vth the TITAN

"
"

  I’m not stasified this watch 😕😕.

"
"

  Looks posh. Great for gifting!

"
"

  Good product. Classy look.

"
"

  Nice watch..thank u titan

"
"

  Nice watch......go for it

"
"

  Best

"
"

  Awesome!

"
"

  The simple Best Quality

"
"

  Value for money

"
"

  Value for money

"
"

  Formal and standard....  value for money...

"
"

  Good

"
"

  this product change on the way

"
"

  nyc product but rate is high..

"
"

  Perfect watch for gift

"
"

  value of money

"
"

  A must

"
"

  Just amazing....go for it....

"
"

  got duplicate product

"
"

  Brought it for my father and he is happy with its elegant look and style

"
"

  Good price for this product.

"
"

  Dial is amazing..!

"
"

  Good quality product

"
"

  Best product

"
"

  Good product

"
"

  Date aren't working properly

"
"

  This product is not original

"
"

  Nice watch at rs1675

"
"

  Nice watch😊

"
"

  Good product

"
"

  Well product

"
"

  Good

"
"

  Pathetic product

"
"

  Good

"
"

  Nice

"
"

  My hubby love it.

"
"

  Good product

"
"

  Nice watch. Worth for money

"
"

  Nice watch..

"
"

  Best watch In Sale. I got 1500 only

"
"

  Good looking watch

"
"

  Nice looks pretty..

"
"

  I love it too

"
"

  Good watch buy it

"
"

  Excellent product

"
"

  Nice watch in 2k segment

"
"

  All things good

"
"

  Quality and real

"
"

  Gud product

"
"

  Good watch

"
"

  Looks Classic!! Very good buy..

"
"

  Super. Good quality. excellent. .

"
"

  Must products for titan

"
"

  Value for money

"
"

  Awesome product

"
"

  The watch was dead .. Utterly disappointed with Amazon

"
"

  Value for money

"
"

  Wonderful watch

"
"

  Value for Money

"
"

  Like it

"
"

  Nice one

"
"

  Fantastic watch

"
"

  Very very good product

"
"

  Quite good as expected

"
"

  Titan original

"
"

  all ok

"
"

  Classy look. Just love it.

"
"

  Value for money

"
"

  Beautiful as expected

"
"

  Looking good

"
"

  Good product

"
"

  Good product

"
"

  Loved it....

"
"

  Good

"
"

  Good

"
"

  Good

"
"

  One of the best watch ever built .

"
"

  It looks good.

"
"

  Nice Looking Watch.

"
"

  I like the product.

"
"

  Good Product And service is also Best

"
"

  Nice watch.

"
"

  Simple and neat.

"
"

  Simple yet elegant

"
"

  Strap poor quality

"
"

  Happy with product

"
"

  Price is very high

"
"

  nice watch

"
"

  High price

"
"

  Awesome...

"
"

  Nice product

"
"

  Amazing product .

"
"

  Very nice product

"
"

  I like it

"
"

  I like it

"
"

  Excellent

"
"

  Looking beautiful

"
"

  Nice product 👍

"
"

  😍

"
"

  Too good

"
"

  Its nice

"
"

  I loved it

"
"

  Awesome

"
"

  Awesome watch

"
"

  I like this watch

"
"

  Worth it

"
"

  Amazing product

"
"

  Very Good watch

"
"

  Worth for Money

"
"

  Good product...

"
"

  Quality product

"
"

  Value for money

"
"

  Like it

"
"

  value for money

"
"

  Looks really great

"
"

  Awesome watch.

"
"

  Superb product

"
"

  Superb

"
"

  Awesome

"
"

  awesome watch

"
"

  Great

"
"

  Used and defective item was send.

"
"

  Excellent...

"
"

  Best quality

"
"

  Good product

"
"

  Good product

"
"

  Good

"
"

  Good

"
"

  Good

"
"

  Nice

"
"

  Nice watch

"
"

  Good to buy

"
"

  Bad product

"
"

  Good design

"
"

  Good buy

"
"

  Good

"
"

  Nice watch

"
"

  Good watch

"
"

  Very good.

"
"

  Shaandar😘

"
"

  Good watch

"
"

  Nice watch

"
"

  Nice product from the house of Titan

"
"

  Excellent

"
"

  Best 👍🆗

"
"

  Nice Watch

"
""
"

  Good product

"
"

  value for money, looks amazing

"
"

  Awesome, Looks As Its As Product Picture In Website

"
"

  Bestest

"
"

  Nice watch great.🤗

"
"

  Awsmm product

"
"

  Dead battery

"
"

  Nice product

"
"

  Nice watch...Looking good

"
"

  Value for money

"
"

  Like

"
"

  Good

"
"

  Good

"
"

  Good

"
"

  Good

"
"

  boom

"
"

  Good

"
"

  Nice watch

"
"

  Ok

"
"

  Good

"
"

  Awesome

"
"

  Good quality

"
""
"

  Case is small apart from that everything is good

"
"

  amazing. great for gift to friends who love watch.

"
"

  🌹🌹🌹🌹

"
"

  Value for money

"
"

  Good quality and stylish

"
"

  Amazing

"
"

  Nice one looks classy

"
"

  Wow amazing watch

"
"

  Awesome Titan👍

"
"

  SUPER FINISHING...

"
"

  Nice watch

"
"

  Just go for it  work nicely

"
"

  Very good I like it 😘

"
"

  Nice watch

"
"

  Good looking

"
"

  Good

"
"

  Value for money ..go for it ..

"
"

  Awesome Watch.Perfectly goes with formals.

"
"

  Utterly delighted.

"
"

  Best formal watch go for it.

"
"

  The look is exactly same as we expected. Go for it...!!

"
"

  Nice watch....as per price

"
"

  Awesome style

"
"

  Nice

"
"

  Best watch

"
"

  Nice Watch

"
"

  Best

"
"

  Nice watch..Suits in any attire.

"
"

  i find it little big but still love it

"
"

  Very good

"
"

  Very nice product..loved it😘

"
"

  I could not estimate the thickness of watch

"
"

  Superb product ,loved it must buy

"
"

  Nice watch and, thanks to Amazon speedy delivery

"
"

  Good

"
"

  It is really good...

"
"

  Nice watch

"
"

  Nice product

"
"

  Good

"
"

  very good as expected

"
"

  average watch ...

"
"

  awesome watch

"
"

  Nice watch

"
"

  Awesome

"
"

  Nice watch.

"
"

  Simple and beautiful watch as expected. Good watch for any minimalistic watch lovers.Size guide for fellow shopper.My Wrist size - 6.5 IncWatch case diameter - 42[Note : Photo attached for visual comparison]

"
"

  It's just awesome 😊 good finishing..fit to my wrist very well...gud quality leather strip...lighter in weight...simple and menly look😊...lovely watch box by Titan ...warranty card for 2 years of warranty...go for it...its lovely 😊

"
"

  Nice watch.

"
"

  This was a great watch as expected and I am very happy with this purchase. Recommended to those who are looking for a budget watch with good quality. But I am very much disappointed with the package that was provided by Amazon. It was halfway open and no protection also. No damage was done for the watch because of the box provided by Titan. 5 star is for Titan and not for Amazon. Very disappointed with Amazon

"
"

  Looking so nice on hand

"
"

  This product is better than what it looks in the pics.It's simple, light and elegant.I am loving it! I've ordered it as a gift for a close one, they'll definitely love it.

"
"

  A perfect gift. My boyfriend loved it

"
"

  Loved the watch. Delivery was right on time. quality leather strap. The dial was a perfect fit for my wrist. Totally worth the buy.

"
"

  I got this product in 3 days from Amazon. The watch is good however the date is not getting changed automatically. Overall it's an okay product.

"
"

  Nice watch!!

"
"

  Amazing........Nice Watch...

"
"

  Even looks better while you wear it.Worth the price.

"
"

  Titan is a good choice, go for it.

"
